name,price,category,designer,sellable_online,depth,height,width,short_description
EKET,45.0,Bookcases & shelving units,Jon Karlsson,True,34.0,10.0,34.0,"        Underframe,          35x35x10 cm"
IVAR,625.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,124.0,89.0,"        Shelving unit w cabinets/drawers,          89x30x124 cm"
BILLY / OXBERG,505.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,237.0,40.0,"        Bookcase w hght ext ut/pnl/glss drs,          40x30x237 cm"
HEMNES,3986.0,Bookcases & shelving units,Carina Bengs,True,37.0,197.0,270.0,"        Storage combination w doors/drawers,          270x197 cm"
BILLY,795.0,Bookcases & shelving units,IKEA of Sweden/Gillis Lundgren,True,28.0,237.0,200.0,"        Bookcase,          200x28x237 cm"
IVAR,335.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,48.0,"        1 section/shelves/drawers,          48x30x179 cm"
BESTA,170.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,38.0,120.0,"        Frame,          120x40x38 cm"
KOLBJORN,570.0,Bookcases & shelving units,IKEA of Sweden,True,37.0,161.0,80.0,"        Shelving unit with cabinet,          80x37x161 cm"
ALGOT,529.0,Bookcases & shelving units,Francis Cayouette,True,41.0,197.0,176.0,"        Wall upright/shelves,          176x41x197 cm"
EKET,236.0,Bookcases & shelving units,Jon Karlsson,True,35.0,70.0,70.0,"        Cabinet w 2 doors and 1 shelf,          70x35x70 cm"
JONAXEL,25.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,15.0,50.0,"        Mesh basket,          50x51x15 cm"
SVALNAS,620.0,Bookcases & shelving units,Jon Karlsson,True,35.0,176.0,86.0,"        Wall-mounted workspace combination,          86x35x176 cm"
BILLY / GNEDBY,940.0,Bookcases & shelving units,IKEA of Sweden/Gillis Lundgren,True,28.0,202.0,200.0,"        Bookcase,          200x28x202 cm"
BILLY / OXBERG,2295.0,Bookcases & shelving units,IKEA of Sweden/Gillis Lundgren,True,30.0,237.0,200.0,"        Bookcase,          200x30x237 cm"
EKET,99.0,Bookcases & shelving units,Jon Karlsson,True,35.0,35.0,35.0,"        Cabinet with door,          35x35x35 cm"
BROR,445.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,190.0,65.0,"        Shelving unit,          65x40x190 cm"
IVAR,235.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,124.0,89.0,"        Shelving unit,          89x30x124 cm"
KALLAX,50.0,Bookcases & shelving units,Tord Bjorklund,True,37.0,33.0,33.0,"        Insert with door,          33x33 cm"
IVAR,795.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,226.0,259.0,"        3 sections/shelves,          259x30x226 cm"
BESTA,420.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,202.0,60.0,"        Cabinet unit,          60x40x202 cm"
JONAXEL,585.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,173.0,148.0,"        Frames/clothes rails/shelving units,          148x51x173 cm"
BESTA,100.0,Bookcases & shelving units,IKEA of Sweden,True,20.0,38.0,60.0,"        Frame,          60x20x38 cm"
EKET,1002.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,72.0,280.0,"        Cabinet combination with feet,          280x35x72 cm"
EKET,65.0,Bookcases & shelving units,Jon Karlsson,True,25.0,35.0,35.0,"        Cabinet,          35x25x35 cm"
KALLAX,75.0,Bookcases & shelving units,Tord Bjorklund,True,37.0,33.0,33.0,"        Insert with 2 drawers,          33x33 cm"
JONAXEL,230.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,104.0,50.0,"        Frame with mesh baskets,          50x51x104 cm"
BILLY / OXBERG,1255.0,Bookcases & shelving units,K Hagberg/M Hagberg/Gillis Lundgren,True,30.0,202.0,120.0,"        Bookcase with panel/glass doors,          120x30x202 cm"
BESTA,770.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,48.0,120.0,"        TV bench with drawers,          120x42x48 cm"
BESTA,510.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,48.0,120.0,"        TV bench,          120x40x48 cm"
KOLBJORN,1265.0,Bookcases & shelving units,IKEA of Sweden,True,37.0,161.0,171.0,"        Shelving unit with 2 cabinets,          171x37x161 cm"
JONAXEL,20.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,15.0,25.0,"        Mesh basket,          25x51x15 cm"
BROR,580.0,Bookcases & shelving units,IKEA of Sweden,True,55.0,190.0,85.0,"        Shelving unit,          85x55x190 cm"
EKET,625.0,Bookcases & shelving units,Jon Karlsson,True,35.0,70.0,70.0,"        Cabinet with 3 drawers,          70x35x70 cm"
BESTA,1081.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,192.0,120.0,"        Storage combination with doors,          120x40x192 cm"
SKUBB,49.0,Bookcases & shelving units,IKEA of Sweden,True,55.0,19.0,69.0,"        Storage case,          69x55x19 cm"
KOLBJORN,570.0,Bookcases & shelving units,IKEA of Sweden,True,37.0,161.0,80.0,"        Shelving unit with cabinet,          80x37x161 cm"
JONAXEL,115.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,25.0,"        Frame with wire baskets,          25x51x70 cm"
IVAR,345.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,83.0,80.0,"        Cabinet with doors,          80x83 cm"
JONAXEL,195.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,73.0,50.0,"        Frame with mesh baskets/castors,          50x51x73 cm"
EKET,268.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,70.0,105.0,"        Wall-mounted cabinet combination,          105x35x70 cm"
BESTA,1155.0,Bookcases & shelving units,Carl Ojerstam/IKEA of Sweden,True,22.0,202.0,60.0,"        Storage combination w glass doors,          60x22x202 cm"
BESTA / EKET,1578.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,42.0,210.0,300.0,"        Cabinet combination for TV,          300x42x210 cm"
IVAR,371.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,179.0,89.0,"        1 section/shelves,          89x50x179 cm"
SKADIS,6.0,Bookcases & shelving units,Eva Lilja Lowenhielm,True,2.0,4.0,5.0,        Connector for ALGOT
HAVSTA,695.0,Bookcases & shelving units,IKEA of Sweden,True,37.0,212.0,61.0,"        Shelving unit with plinth,          61x37x212 cm"
EKET,75.0,Bookcases & shelving units,Jon Karlsson,True,34.0,10.0,69.0,"        Underframe,          70x35x10 cm"
BROR,1710.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,190.0,170.0,"        Shelving unit with cabinets,          170x40x190 cm"
BILLY,305.0,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,True,28.0,237.0,40.0,"        Bookcase,          40x28x237 cm"
BESTA,910.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,74.0,120.0,"        TV bench with doors,          120x42x74 cm"
IVAR,2275.0,Bookcases & shelving units,Sarah Fager/IKEA of Sweden,True,30.0,226.0,344.0,"        4 sections/shelves/cabinet,          344x30x226 cm"
EKET,375.0,Bookcases & shelving units,Jon Karlsson,True,35.0,35.0,70.0,"        Cabinet with 2 drawers,          70x35x35 cm"
EKET,515.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,72.0,105.0,"        Cabinet combination with feet,          105x35x72 cm"
JONAXEL,170.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,50.0,"        Frame with mesh baskets,          50x51x70 cm"
NANNARP,40.0,Bookcases & shelving units,Carl Ojerstam,True,100.0,100.0,100.0,        Leg
BESTA,795.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,64.0,180.0,"        Wall-mounted cabinet combination,          180x42x64 cm"
BILLY / MORLIDEN,315.0,Bookcases & shelving units,IKEA of Sweden/Gillis Lundgren,True,30.0,106.0,40.0,"        Bookcase with glass door,          40x30x106 cm"
KALLAX,745.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,112.0,"        Shelving unit with 6 inserts,          112x147 cm"
EKET,2020.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,210.0,210.0,"        Cabinet combination with legs,          210x35x210 cm"
KOLBJORN,225.0,Bookcases & shelving units,IKEA of Sweden,True,35.0,81.0,80.0,"        Shelving unit in/outdoor,          80x81 cm"
JONAXEL,200.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,104.0,50.0,"        Frame with wire baskets,          50x51x104 cm"
EKET,79.0,Bookcases & shelving units,Jon Karlsson,True,35.0,35.0,35.0,"        Cabinet,          35x35x35 cm"
ALGOT,271.2,Bookcases & shelving units,Francis Cayouette,True,41.0,197.0,46.0,"        Wall upright/shelves,          46x41x197 cm"
KALLAX,555.0,Bookcases & shelving units,Tord Bjorklund/IKEA of Sweden,True,39.0,147.0,147.0,"        Shelving unit with 4 inserts,          147x147 cm"
EKET,175.0,Bookcases & shelving units,Jon Karlsson,True,25.0,70.0,35.0,"        Cabinet w door and 2 shelves,          35x25x70 cm"
JONAXEL,95.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,104.0,50.0,"        Frame with clothes rail,          50x51x104 cm"
BESTA,1380.0,Bookcases & shelving units,Carl Ojerstam/Marcus Arvonen/IKEA of Sweden,True,42.0,74.0,180.0,"        TV bench with drawers,          180x42x74 cm"
EKET,255.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,70.0,70.0,"        Wall-mounted shelving unit w 4 comp,          70x35x70 cm"
EKET,45.0,Bookcases & shelving units,Jon Karlsson,True,24.0,10.0,34.0,"        Underframe,          35x25x10 cm"
BESTA BURS,1195.0,Bookcases & shelving units,Mikael Warnhammar,True,41.0,49.0,180.0,"        TV bench,          180x41x49 cm"
BILLY,80.0,Bookcases & shelving units,IKEA of Sweden,True,28.0,35.0,40.0,"        Height extension unit,          40x28x35 cm"
STUBBARP,35.0,Bookcases & shelving units,IKEA of Sweden,True,44.0,100.0,44.0,        Leg
BROR,345.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,110.0,65.0,"        Shelving unit,          65x40x110 cm"
BESTA,110.0,Bookcases & shelving units,IKEA of Sweden,True,20.0,64.0,60.0,"        Frame,          60x20x64 cm"
IVAR,1155.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,226.0,344.0,"        4 sections/shelves,          344x30x226 cm"
HEMNES,556.0,Bookcases & shelving units,Carina Bengs,True,37.0,197.0,49.0,"        Bookcase,          49x197 cm"
BILLY / MORLIDEN,695.0,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,True,30.0,202.0,80.0,"        Bookcase,          80x30x202 cm"
KALLAX,755.0,Bookcases & shelving units,Tord Bjorklund/IKEA of Sweden,True,159.0,147.0,147.0,"        Desk combination,          147x147x159 cm"
VITTSJO,640.0,Bookcases & shelving units,Johan Kroon,True,36.0,175.0,200.0,"        Storage combination,          200x36x175 cm"
BILLY / OXBERG,500.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,237.0,40.0,"        Bookcase with glass door,          40x30x237 cm"
BESTA,2534.5,Bookcases & shelving units,IKEA of Sweden,True,40.0,230.0,240.0,"        TV storage combination/glass doors,          240x40x230 cm"
GALANT,575.0,Bookcases & shelving units,K Malmvall/E Lilja Lowenhielm,True,45.0,120.0,80.0,"        Shelf unit,          80x120 cm"
EKET,1044.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,210.0,175.0,"        Wall-mounted cabinet combination,          175x35x210 cm"
SKUBB,49.0,Bookcases & shelving units,IKEA of Sweden,True,55.0,19.0,69.0,"        Storage case,          69x55x19 cm"
BROR,565.0,Bookcases & shelving units,IKEA of Sweden,True,55.0,190.0,85.0,"        Shelving unit,          85x55x190 cm"
EKET,94.0,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,True,35.0,35.0,35.0,"        Wall-mounted shelving unit,          35x35x35 cm"
BILLY / MORLIDEN,925.0,Bookcases & shelving units,IKEA of Sweden/Gillis Lundgren,True,30.0,106.0,200.0,"        Bookcase,          200x30x106 cm"
BESTA,1570.0,Bookcases & shelving units,Marcus Arvonen/IKEA of Sweden,True,40.0,128.0,120.0,"        Storage combination w glass doors,          120x40x128 cm"
BILLY / OXBERG,995.0,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,True,30.0,237.0,80.0,"        Bookcase,          80x30x237 cm"
SVALNAS,450.0,Bookcases & shelving units,Jon Karlsson,True,25.0,176.0,86.0,"        Wall-mounted shelf combination,          86x25x176 cm"
ALGOT,429.0,Bookcases & shelving units,Francis Cayouette,True,41.0,199.0,132.0,"        Wall upright/shelves/rod,          132x41x199 cm"
BILLY / BOTTNA,245.0,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,True,28.0,106.0,80.0,"        Bookcase with display shelf,          80x28x106 cm"
KALLAX,615.0,Bookcases & shelving units,IKEA of Sweden/Tord Bjorklund,True,39.0,147.0,147.0,"        Shelving unit with 8 inserts,          147x147 cm"
BILLY / OXBERG,1330.0,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,True,30.0,202.0,160.0,"        Bookcase with panel/glass doors,          160x30x202 cm"
BESTA / EKET,1469.0,Bookcases & shelving units,Jon Karlsson/IKEA of Sweden,True,40.0,170.0,180.0,"        Cabinet combination for TV,          180x40x170 cm"
BILLY,915.0,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,True,28.0,237.0,120.0,"        Bookcase,          120x28x237 cm"
BESTA,4260.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,230.0,300.0,"        TV storage combination/glass doors,          300x40x230 cm"
ALGOT,302.0,Bookcases & shelving units,Francis Cayouette,True,61.0,197.0,132.0,"        Wall upright/shelves/drying rack,          132x61x197 cm"
JONAXEL,660.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,173.0,99.0,"        Frame/mesh baskets/shelving units,          99x51x173 cm"
IVAR,795.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,179.0,259.0,"        3 sections/shelves,          259x30x179 cm"
BILLY / BOTTNA,235.0,Bookcases & shelving units,K Hagberg/M Hagberg,True,28.0,202.0,40.0,"        Bookcase with display shelf,          40x28x202 cm"
BROR,515.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,190.0,85.0,"        Shelving unit,          85x40x190 cm"
BESTA,225.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,64.0,120.0,"        Frame,          120x40x64 cm"
IVAR,612.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,179.0,134.0,"        2 sections/shelves,          134x50x179 cm"
JONAXEL,140.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,73.0,25.0,"        Frame with wire baskets/castors,          25x51x73 cm"
IVAR,592.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,124.0,174.0,"        2 sections/shelves,          174x50x124 cm"
BESTA,1390.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,202.0,120.0,"        Storage combination with doors,          120x42x202 cm"
HEMNES,2346.0,Bookcases & shelving units,Carina Bengs,True,37.0,197.0,229.0,"        Bookcase,          229x197 cm"
BILLY / MORLIDEN,415.0,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden,True,30.0,106.0,80.0,"        Bookcase with glass-doors,          80x30x106 cm"
BROR,855.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,190.0,85.0,"        Shelving unit with cabinet,          85x40x190 cm"
IVAR,350.0,Bookcases & shelving units,IKEA of Sweden,True,30.0,124.0,174.0,"        2 sections/shelves,          174x30x124 cm"
JONAXEL,390.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,173.0,99.0,"        Shelving unit with clothes rail,          99x51x173 cm"
BILLY / OXBERG,1790.0,Bookcases & shelving units,IKEA of Sweden/Gillis Lundgren,True,30.0,237.0,160.0,"        Bookcase w height extension ut/drs,          160x30x237 cm"
JONAXEL,490.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,173.0,99.0,"        Frame/wire baskets/clothes rails,          99x51x173 cm"
BESTA,990.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,39.0,180.0,"        TV bench,          180x42x39 cm"
BILLY / OXBERG,1735.0,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg/IKEA of Sweden,True,30.0,237.0,120.0,"        Bookcase,          120x30x237 cm"
BESTA,1620.0,Bookcases & shelving units,Marcus Arvonen/IKEA of Sweden,True,42.0,74.0,240.0,"        TV bench with doors and drawers,          240x42x74 cm"
BILLY / OXBERG,1570.0,Bookcases & shelving units,Gillis Lundgren,True,30.0,202.0,160.0,"        Bookcase,          160x30x202 cm"
LIATORP,3435.0,Bookcases & shelving units,Carina Bengs,True,38.0,214.0,276.0,"        Storage combination,          276x214 cm"
BROR,375.0,Bookcases & shelving units,IKEA of Sweden,True,55.0,110.0,85.0,"        Shelving unit,          85x55x110 cm"
BESTA,125.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,38.0,60.0,"        Frame,          60x40x38 cm"
BESTA,225.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,192.0,60.0,"        Frame,          60x40x192 cm"
HEJNE,735.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,171.0,230.0,"        3 sections/shelves,          230x50x171 cm"
BESTA,135.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,64.0,60.0,"        Frame,          60x40x64 cm"
SVALNAS,660.0,Bookcases & shelving units,Jon Karlsson,True,35.0,176.0,86.0,"        Wall-mounted storage combination,          86x35x176 cm"
KALLAX,695.0,Bookcases & shelving units,Tord Bjorklund,True,39.0,147.0,147.0,"        Shelving unit with 4 inserts,          147x147 cm"
KOLBJORN,1140.0,Bookcases & shelving units,IKEA of Sweden,True,37.0,161.0,171.0,"        Shelving unit with 2 cabinets,          171x37 cm"
IVAR,588.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,179.0,89.0,"        Shelving unit w shelves/rails/cover,          89x50x179 cm"
JONAXEL,70.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,50.0,"        Frame,          50x51x70 cm"
BILLY / OXBERG,1480.0,Bookcases & shelving units,Gillis Lundgren/K Hagberg/M Hagberg,True,30.0,202.0,160.0,"        Bookcase with panel/glass doors,          160x30x202 cm"
IVAR,636.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,179.0,174.0,"        Shelving unit with clothes rail,          174x50x179 cm"
BESTA,75.0,Bookcases & shelving units,IKEA of Sweden,True,40.0,25.0,60.0,"        Drawer frame,          60x25x40 cm"
VEBEROD,645.0,Bookcases & shelving units,Gustav Carlberg,True,45.0,181.0,45.0,"        Shelving unit,          45x181 cm"
BILLY,1085.0,Bookcases & shelving units,Gillis Lundgren/IKEA of Sweden/K Hagberg/M Hagberg,True,30.0,237.0,80.0,"        Bookcase w hght ext ut/pnl/glss drs,          80x30x237 cm"
IVAR,1137.0,Bookcases & shelving units,IKEA of Sweden,True,50.0,179.0,179.0,"        4 sections/shelves,          179x50x179 cm"
BESTA,1150.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,193.0,60.0,"        Storage combination w glass doors,          60x42x193 cm"
EKET,1830.0,Bookcases & shelving units,IKEA of Sweden/Jon Karlsson,True,35.0,210.0,210.0,"        Cabinet combination with legs,          210x35x210 cm"
IVAR,135.0,Bookcases & shelving units,IKEA of Sweden,True,43.0,172.0,81.0,"        Cover,          81x172 cm"
HAVSTA,625.0,Bookcases & shelving units,IKEA of Sweden,True,37.0,134.0,81.0,"        Shelving unit with plinth,          81x37x134 cm"
SVALNAS,2605.0,Bookcases & shelving units,Jon Karlsson,True,35.0,176.0,297.0,"        Wall-mounted storage combination,          297x35x176 cm"
BESTA,1824.5,Bookcases & shelving units,IKEA of Sweden,True,40.0,192.0,180.0,"        TV storage combination/glass doors,          180x40x192 cm"
ALGOT,130.0,Bookcases & shelving units,Francis Cayouette,True,41.0,197.0,66.0,"        Wall upright/drying rack,          66x41x197 cm"
BESTA,1645.0,Bookcases & shelving units,IKEA of Sweden,True,42.0,128.0,240.0,"        TV storage combination/glass doors,          240x42x128 cm"
JONAXEL,830.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,173.0,148.0,"        Frame/mesh baskets/clothes rails,          142-178x51x173 cm"
KOLBJORN,450.0,Bookcases & shelving units,IKEA of Sweden,True,35.0,162.0,80.0,"        Shelving unit in/outdoor,          80x35x162 cm"
JONAXEL,150.0,Bookcases & shelving units,IKEA of Sweden,True,51.0,70.0,50.0,"        Frame with wire baskets,          50x51x70 cm"
